PB0000-OYG000-000000-000000-000000-000000-000000.jpg,1,0,1,0,1,1,1,1,0,1,0,0,0,1,0
RB0000-OYG000-000000-000000-000000-000000-000000.jpg,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0
O00000-GRP000-000000-000000-000000-000000-000000.jpg,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0
Y00000-O00000-GP0000-000000-000000-000000-000000.jpg,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0
GP0000-ROY000-000000-000000-000000-000000-000000.jpg,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0
Y00000-B00000-RG0000-000000-000000-000000-000000.jpg,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0
G00000-B00000-YRO000-000000-000000-000000-000000.jpg,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0
O00000-PRG000-000000-000000-000000-000000-000000.jpg,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0
B00000-P00000-R00000-O00000-G00000-000000-000000.jpg,0,1,1,1,0,1,0,0,1,1,1,0,0,1,0
ROPGB0-000000-000000-000000-000000-000000-000000.jpg,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1
R00000-OGPY00-000000-000000-000000-000000-000000.jpg,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1
R00000-B00000-GOY000-000000-000000-000000-000000.jpg,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0
O00000-G00000-Y00000-P00000-000000-000000-000000.jpg,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0
Y00000-R00000-O00000-GB0000-000000-000000-000000.jpg,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1
YRGOB0-000000-000000-000000-000000-000000-000000.jpg,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1
YP0000-OBG000-000000-000000-000000-000000-000000.jpg,1,0,0,1,0,1,1,1,0,0,1,1,0,1,0
G00000-PR0000-BY0000-000000-000000-000000-000000.jpg,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0
Y00000-P00000-B00000-RO0000-000000-000000-000000.jpg,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0
