000000-000000-000000-000000-000000-000000-000000.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
B00000-000000-000000-000000-000000-000000-000000.jpg,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,
B00000-G00000-000000-000000-000000-000000-000000.jpg,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,,,
B00000-G00000-O00000-000000-000000-000000-000000.jpg,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,,,
B00000-G00000-O00000-P00000-000000-000000-000000.jpg,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,,,
B00000-G00000-O00000-P00000-R00000-000000-000000.jpg,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,,,
B00000-G00000-O00000-P00000-Y00000-000000-000000.jpg,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,,,
B00000-G00000-O00000-PR0000-000000-000000-000000.jpg,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,,,
B00000-G00000-O00000-PY0000-000000-000000-000000.jpg,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,,,
B00000-G00000-O00000-R00000-000000-000000-000000.jpg,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,,,
B00000-G00000-O00000-R00000-P00000-000000-000000.jpg,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,,,
B00000-G00000-O00000-R00000-Y00000-000000-000000.jpg,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,,,
B00000-G00000-O00000-RP0000-000000-000000-000000.jpg,0,1,1,0,1,0,0,0,1,1,0,1,1,1,0,,,
B00000-G00000-O00000-RY0000-000000-000000-000000.jpg,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,,,
B00000-G00000-O00000-Y00000-000000-000000-000000.jpg,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,,,
B00000-G00000-O00000-Y00000-P00000-000000-000000.jpg,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,,,
B00000-G00000-O00000-Y00000-R00000-000000-000000.jpg,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,,,
B00000-G00000-O00000-YP0000-000000-000000-000000.jpg,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,,,
B00000-G00000-O00000-YR0000-000000-000000-000000.jpg,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,,,
B00000-G00000-OP0000-000000-000000-000000-000000.jpg,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,,,
B00000-G00000-OPR000-000000-000000-000000-000000.jpg,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,,,
B00000-G00000-OPY000-000000-000000-000000-000000.jpg,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,,,
B00000-G00000-OR0000-000000-000000-000000-000000.jpg,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,,,
B00000-G00000-ORP000-000000-000000-000000-000000.jpg,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,,,
B00000-G00000-ORY000-000000-000000-000000-000000.jpg,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,,,
B00000-G00000-OY0000-000000-000000-000000-000000.jpg,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,,,
B00000-G00000-OYP000-000000-000000-000000-000000.jpg,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,,,
B00000-G00000-OYR000-000000-000000-000000-000000.jpg,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,,,
B00000-G00000-P00000-000000-000000-000000-000000.jpg,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,,,
